Epoch,loss,val_loss,accuracy,val_accuracy
1,19.639301300048828,1.5831111669540405,0.2797527015209198,0.3229813575744629
2,1.4694771766662598,1.5199024677276611,0.36089643836021423,0.4037266969680786
3,1.293081283569336,1.5202242136001587,0.4659969210624695,0.3913043439388275
4,1.12102210521698,1.5224003791809082,0.572642982006073,0.3602484464645386
5,0.9319004416465759,1.6233574151992798,0.6622874736785889,0.3478260934352875
6,0.7709792256355286,1.724081039428711,0.7387944459915161,0.3726707994937897
7,0.5812195539474487,1.865839958190918,0.8207109570503235,0.30434781312942505
8,0.4261322319507599,2.2805402278900146,0.8732612133026123,0.3354037404060364
9,0.2836017310619354,2.644752025604248,0.9327666163444519,0.34161490201950073
10,0.19072312116622925,2.8497393131256104,0.9629057049751282,0.35403725504875183
11,0.12852418422698975,3.2979516983032227,0.9822256565093994,0.32919254899024963
12,0.07924121618270874,3.623548746109009,0.9930447936058044,0.3229813575744629
13,0.09246791154146194,3.3077642917633057,0.984544038772583,0.29192546010017395
14,0.365902841091156,2.784578800201416,0.8879443407058716,0.29192546010017395
15,0.43676984310150146,2.810361862182617,0.8663060069084167,0.3105590045452118
16,0.31954774260520935,3.485401153564453,0.8894899487495422,0.3105590045452118
17,0.20783276855945587,3.2844347953796387,0.9474497437477112,0.30434781312942505
18,0.1495758444070816,4.107592582702637,0.9567233324050903,0.34161490201950073
19,0.10428258776664734,4.440632343292236,0.9744976758956909,0.3354037404060364
20,0.06963654607534409,4.940195560455322,0.9860896468162537,0.30434781312942505
21,0.03170696645975113,5.258775234222412,0.9945904016494751,0.2857142984867096
22,0.05438820272684097,5.250393867492676,0.9884080290794373,0.2981366515159607
23,0.04899198189377785,4.607381343841553,0.9922720193862915,0.3478260934352875
24,0.020066723227500916,5.448246479034424,0.9969087839126587,0.2981366515159607
25,0.006584480870515108,5.568992614746094,1.0,0.34161490201950073
