Epoch,loss,val_loss,accuracy,val_accuracy
1,73.93982696533203,2.3142030239105225,0.22333848476409912,0.25465837121009827
2,2.0654520988464355,2.075103759765625,0.31221020221710205,0.26708075404167175
3,1.5825984477996826,2.027033567428589,0.4064914882183075,0.27950310707092285
4,1.2890546321868896,2.012786388397217,0.5038639903068542,0.27950310707092285
5,1.0803875923156738,2.0300755500793457,0.5904173254966736,0.31677019596099854
6,0.9221818447113037,2.06896710395813,0.6599690914154053,0.30434781312942505
7,0.8051223754882812,2.0831117630004883,0.713292121887207,0.3229813575744629
8,0.700817883014679,2.144003391265869,0.7658423781394958,0.3354037404060364
9,0.6138601303100586,2.186102867126465,0.8091189861297607,0.32919254899024963
10,0.5403867363929749,2.279714822769165,0.833075761795044,0.3354037404060364
11,0.4735654592514038,2.321660280227661,0.8663060069084167,0.34161490201950073
12,0.4149278998374939,2.4059131145477295,0.8871715664863586,0.34161490201950073
13,0.36375296115875244,2.5019540786743164,0.9026275277137756,0.3354037404060364
14,0.319026380777359,2.626241445541382,0.9188562631607056,0.3229813575744629
15,0.27962222695350647,2.7189953327178955,0.9335393905639648,0.3354037404060364
16,0.2473398596048355,2.8163769245147705,0.9451313614845276,0.3478260934352875
17,0.21846938133239746,2.93435001373291,0.9536321759223938,0.32919254899024963
18,0.1913980096578598,3.0425326824188232,0.9621329307556152,0.31677019596099854
19,0.16856279969215393,3.133661985397339,0.9675425291061401,0.32919254899024963
20,0.1473381072282791,3.30051326751709,0.9729520678520203,0.3354037404060364
21,0.12945803999900818,3.408916473388672,0.9783616662025452,0.32919254899024963
22,0.11397358030080795,3.585085391998291,0.9799072742462158,0.3354037404060364
23,0.10067534446716309,3.6713783740997314,0.9822256565093994,0.34161490201950073
24,0.08928820490837097,3.822148561477661,0.9853168725967407,0.3478260934352875
25,0.07911024987697601,3.9260425567626953,0.9868624210357666,0.34161490201950073
26,0.07076113671064377,4.033255577087402,0.989180862903595,0.32919254899024963
27,0.06306261569261551,4.138675212860107,0.9922720193862915,0.34161490201950073
28,0.056521233171224594,4.244157791137695,0.9922720193862915,0.34161490201950073
29,0.05098003149032593,4.368244647979736,0.9930447936058044,0.35403725504875183
30,0.045882634818553925,4.429465293884277,0.9945904016494751,0.3478260934352875
31,0.04168665036559105,4.487690448760986,0.9945904016494751,0.3354037404060364
32,0.037677038460969925,4.628459930419922,0.9961360096931458,0.35403725504875183
33,0.03434154763817787,4.685405731201172,0.9961360096931458,0.3354037404060364
34,0.0313115157186985,4.78486967086792,0.9969087839126587,0.34161490201950073
35,0.028479309752583504,4.874511241912842,0.9969087839126587,0.3354037404060364
36,0.026017632335424423,4.9643354415893555,0.9969087839126587,0.3354037404060364
37,0.02380642108619213,5.042881011962891,0.9984543919563293,0.3354037404060364
38,0.021994708105921745,5.097934246063232,0.9984543919563293,0.34161490201950073
39,0.020199622958898544,5.179619789123535,0.9992272257804871,0.3354037404060364
40,0.018642527982592583,5.282663345336914,0.9992272257804871,0.3354037404060364
41,0.017236430197954178,5.338922500610352,0.9992272257804871,0.34161490201950073
42,0.016010431572794914,5.410121440887451,0.9992272257804871,0.3354037404060364
43,0.014857267029583454,5.474057197570801,0.9992272257804871,0.3354037404060364
44,0.013799319043755531,5.548202991485596,0.9992272257804871,0.32919254899024963
45,0.012863642536103725,5.615384578704834,0.9992272257804871,0.32919254899024963
46,0.011965032666921616,5.677853584289551,0.9992272257804871,0.3229813575744629
47,0.011090928688645363,5.755889415740967,0.9992272257804871,0.3229813575744629
48,0.010384635999798775,5.826082706451416,0.9992272257804871,0.31677019596099854
49,0.00967379566282034,5.884514808654785,0.9992272257804871,0.31677019596099854
50,0.00902019627392292,5.9496235847473145,0.9992272257804871,0.31677019596099854
